id,name,now_cost,position,team,chance_of_playing_this_round,starts,total_points,news_added,form,expected_goal_involvements,cost_change_event_fall,direct_freekicks_order,goals_scored,form_rank_type,selected_by_percent,expected_assists,in_dreamteam,saves,value_season,creativity,expected_goals_per_90,bps,status,ep_next,expected_goal_involvements_per_90,selected_rank,web_name,penalties_saved,influence_rank_type,own_goals,cost_change_start_fall,creativity_rank_type,transfers_in_event,points_per_game_rank_type,chance_of_playing_next_round,transfers_out_event,event_points,threat_rank_type,expected_goals_conceded_per_90,transfers_out,now_cost_rank,penalties_missed,starts_per_90,expected_goals_conceded,influence,yellow_cards,expected_goals,value_form,ict_index_rank_type,clean_sheets,ep_this,transfers_in,minutes,expected_assists_per_90,news,bonus,goals_conceded,corners_and_indirect_freekicks_order,threat_rank,now_cost_rank_type,goals_conceded_per_90,points_per_game_rank,penalties_order,ict_index_rank,cost_change_event,cost_change_start,selected_rank_type,red_cards,form_rank,creativity_rank,threat,points_per_game,saves_per_90,ict_index,clean_sheets_per_90,influence_rank,assists,dreamteam_count
440,Josh Bowler,45,MID,Nott'm Forest,0.0,0,0,2023-08-04T09:38:29.203317Z,0.0,0.00,0,,0,224,0.0,0.00,False,0,0.0,0.0,0.0,0,u,0.0,0.0,725,Bowler,0,248,0,0,249,0,256,0.0,0,0,244,0.0,327,399,0,0.0,0.00,0.0,0,0.00,0.0,252,0,0.0,0,0,0.0,Season long loan to Cardiff City,0,0,,616,230,0.0,643,,637,0,0,306,0,593,627,0.0,0.0,0.0,0.0,0.0,631,0,0
441,Steve Cook,45,DEF,Nott'm Forest,0.0,0,0,2023-08-10T13:47:53.233734Z,0.0,0.00,0,,0,217,0.0,0.00,False,0,0.0,0.0,0.0,0,u,0.0,0.0,662,Cook,0,233,0,0,233,0,231,0.0,8,0,231,0.0,2243,354,0,0.0,0.00,0.0,0,0.00,0.0,233,0,0.0,0,0,0.0,Permanent transfer to QPR,0,0,,594,53,0.0,626,,620,0,0,227,0,573,607,0.0,0.0,0.0,0.0,0.0,614,0,0
442,Danilo dos Santos de Oliveira,53,MID,Nott'm Forest,100.0,4,8,2023-08-31T17:30:08.232600Z,0.2,0.21,0,,0,183,0.1,0.09,False,0,1.5,28.1,0.03,30,a,0.2,0.05,495,Danilo,0,154,0,2,156,47,159,100.0,38,1,171,1.51,10855,148,0,1.07,5.68,29.6,1,0.12,0.0,164,0,0.2,2161,338,0.02,,0,8,,339,93,2.13,338,,359,0,-2,170,0,376,294,12.0,1.3,0.0,7.1,0.0,351,0,0
443,Emmanuel Dennis,48,FWD,Nott'm Forest,0.0,0,0,2023-09-18T10:38:41.886230Z,0.0,0.00,0,,0,80,0.2,0.00,False,0,0.0,0.0,0.0,0,u,0.0,0.0,348,Dennis,0,80,0,2,82,0,83,0.0,261,0,82,0.0,48919,303,0,0.0,0.00,0.0,0,0.00,0.0,81,0,0.0,6239,0,0.0,On loan to Istanbul Basaksehir,0,0,,684,60,0.0,696,,694,0,-2,55,0,668,689,0.0,0.0,0.0,0.0,0.0,692,0,0
444,Mohamed Dräger,40,DEF,Nott'm Forest,0.0,0,0,2023-08-28T07:58:11.676535Z,0.0,0.00,0,,0,138,0.1,0.00,False,0,0.0,0.0,0.0,0,u,0.0,0.0,471,Dräger,0,175,0,0,173,0,171,0.0,56,0,164,0.0,9741,637,0,0.0,0.00,0.0,0,0.00,0.0,175,0,0.0,796,0,0.0,Transferred to Basel,0,0,,458,172,0.0,508,,504,0,0,183,0,431,482,0.0,0.0,0.0,0.0,0.0,497,0,0
445,Felipe Augusto de Almeida Monteiro,44,DEF,Nott'm Forest,50.0,0,0,2023-10-19T16:30:09.793915Z,0.0,0.00,0,,0,203,0.0,0.00,False,0,0.0,0.0,0.0,0,d,0.0,0.0,592,Felipe,0,225,0,1,225,7,222,50.0,38,0,223,0.0,2972,489,0,0.0,0.00,0.0,0,0.00,0.0,225,0,0.0,1058,0,0.0,Knee injury - 50% chance of playing,0,0,,553,98,0.0,589,,584,0,-1,210,0,528,567,0.0,0.0,0.0,0.0,0.0,577,0,0
446,Remo Freuler,49,MID,Nott'm Forest,0.0,0,0,2023-09-03T20:10:13.581302Z,0.0,0.00,0,,0,277,0.0,0.00,False,0,0.0,0.0,0.0,0,u,0.0,0.0,651,Freuler,0,292,0,1,291,0,293,0.0,11,0,288,0.0,1887,225,0,0.0,0.00,0.0,0,0.00,0.0,293,0,0.0,105,0,0.0,Season-long loan to Bologna,0,0,,688,143,0.0,699,,698,0,-1,261,0,672,692,0.0,0.0,0.0,0.0,0.0,696,0,0
447,Morgan Gibbs-White,57,MID,Nott'm Forest,,11,33,,2.8,3.12,0,1.0,0,56,1.2,1.76,False,0,5.8,342.5,0.12,146,a,2.8,0.28,162,Gibbs-White,0,61,0,3,11,1127,71,,1603,5,42,1.55,224528,87,0,0.98,17.40,144.6,3,1.36,0.5,30,3,2.8,103685,1011,0.16,,1,17,1.0,68,54,1.51,160,1.0,41,0,-3,53,0,110,15,145.0,2.8,0.0,63.3,0.27,155,3,0
448,Wayne Hennessey,40,GKP,Nott'm Forest,100.0,0,0,2023-08-06T23:30:06.047716Z,0.0,0.00,0,,0,43,0.2,0.00,False,0,0.0,0.0,0.0,0,a,0.0,0.0,311,Hennessey,0,45,0,0,28,135,45,100.0,164,0,21,0.0,12247,614,0,0.0,0.00,0.0,0,0.00,0.0,45,0,0.0,3099,0,0.0,,0,0,,439,36,0.0,491,,486,0,0,47,0,411,463,0.0,0.0,0.0,0.0,0.0,480,0,0
449,Ethan Horvath,43,GKP,Nott'm Forest,,0,0,,0.0,0.00,0,,0,77,0.1,0.00,False,0,0.0,0.0,0.0,0,a,0.0,0.0,406,Horvath,0,78,0,2,64,34,78,,85,0,58,0.0,7176,580,0,0.0,0.00,0.0,0,0.00,0.0,78,0,0.0,1826,0,0.0,,0,0,,531,31,0.0,575,,568,0,-2,58,0,507,550,0.0,0.0,0.0,0.0,0.0,562,0,0
451,Cheikhou Kouyaté,48,MID,Nott'm Forest,,0,6,,0.2,0.10,0,,0,170,0.0,0.03,False,0,1.2,12.2,0.09,22,a,0.2,0.13,589,Kouyaté,0,157,0,2,184,17,217,,35,0,190,4.45,1856,278,0,0.0,3.51,27.8,1,0.07,0.0,177,0,0.2,640,71,0.04,,0,3,,374,178,3.8,440,,383,0,-2,222,0,360,359,6.0,0.9,0.0,4.6,0.0,358,0,0
452,Richie Laryea,45,DEF,Nott'm Forest,0.0,0,0,2023-08-04T09:37:12.198683Z,0.0,0.00,0,,0,223,0.0,0.00,False,0,0.0,0.0,0.0,0,u,0.0,0.0,714,Laryea,0,236,0,0,236,0,234,0.0,2,0,235,0.0,478,387,0,0.0,0.00,0.0,0,0.00,0.0,236,0,0.0,0,0,0.0,Loan to the end of the year with a permanent transfer in view,0,0,,609,74,0.0,636,,630,0,0,238,0,586,620,0.0,0.0,0.0,0.0,0.0,624,0,0
453,Orel Mangala,50,MID,Nott'm Forest,100.0,11,26,2023-10-07T21:00:08.186421Z,3.2,0.38,0,,1,44,0.0,0.07,False,0,5.2,68.2,0.03,107,a,3.2,0.04,562,Mangala,0,79,0,0,109,139,86,100.0,72,2,141,1.38,2379,189,0,1.09,14.00,116.0,4,0.31,0.6,115,3,3.2,1848,912,0.01,,0,15,,271,118,1.48,199,,238,0,0,208,0,84,180,25.0,2.4,0.0,20.8,0.3,200,0,0
454,Loïc Mbe Soh,40,DEF,Nott'm Forest,0.0,0,0,2023-08-29T07:47:33.418642Z,0.0,0.00,0,,0,153,0.1,0.00,False,0,0.0,0.0,0.0,0,u,0.0,0.0,492,Mbe Soh,0,188,0,0,186,0,184,0.0,62,0,177,0.0,6970,658,0,0.0,0.00,0.0,0,0.00,0.0,188,0,0.0,589,0,0.0,Season long to Almere City,0,0,,476,188,0.0,526,,522,0,0,188,0,451,500,0.0,0.0,0.0,0.0,0.0,515,0,0
455,Scott McKenna,45,DEF,Nott'm Forest,100.0,5,12,2023-08-26T21:00:08.377652Z,0.0,0.38,0,,0,220,0.1,0.17,False,0,2.7,32.4,0.05,64,a,0.0,0.09,427,McKenna,0,98,0,0,88,53,66,100.0,122,0,102,1.22,8777,370,0,1.08,5.64,89.0,0,0.21,0.0,104,1,0.0,5300,416,0.04,,1,6,,307,63,1.3,194,,297,0,0,164,0,578,278,17.0,2.4,0.0,13.8,0.22,242,0,0
456,Alex Mighten,44,MID,Nott'm Forest,0.0,0,0,2023-09-08T08:21:25.234986Z,0.0,0.00,0,,0,205,0.0,0.00,False,0,0.0,0.0,0.0,0,u,0.0,0.0,609,Mighten,0,230,0,1,231,0,239,0.0,32,0,225,0.0,3110,536,0,0.0,0.00,0.0,0,0.00,0.0,235,0,0.0,874,0,0.0,Season-long loan to KV Kortrijk,0,0,,576,296,0.0,612,,606,0,-1,235,0,556,590,0.0,0.0,0.0,0.0,0.0,599,0,0
457,Moussa Niakhaté,45,DEF,Nott'm Forest,100.0,5,9,2023-10-01T19:30:08.979092Z,2.0,0.09,0,,0,46,0.1,0.09,False,0,2.0,7.1,0.0,69,a,2.0,0.02,489,Niakhaté,0,104,0,0,135,255,111,100.0,135,0,234,2.23,2834,378,0,1.0,11.14,77.6,1,0.00,0.4,123,1,2.0,2557,449,0.02,,1,10,,606,68,2.0,327,,345,0,0,187,1,150,373,0.0,1.3,0.0,8.4,0.2,260,0,0
458,Lewis O'Brien,49,MID,Nott'm Forest,0.0,0,0,2023-09-01T07:24:06.652254Z,0.0,0.00,0,,0,286,0.0,0.00,False,0,0.0,0.0,0.0,0,u,0.0,0.0,681,O'Brien,0,300,0,1,299,0,301,0.0,7,0,297,0.0,1161,259,0,0.0,0.00,0.0,0,0.00,0.0,301,0,0.0,68,0,0.0,Season-long loan to Middlesbrough,0,0,,700,164,0.0,708,,708,0,-1,279,0,683,704,0.0,0.0,0.0,0.0,0.0,706,0,0
459,Braian Ojeda Rodríguez,45,MID,Nott'm Forest,0.0,0,0,2023-08-04T09:39:04.512634Z,0.0,0.00,0,,0,227,0.0,0.00,False,0,0.0,0.0,0.0,0,u,0.0,0.0,728,Ojeda,0,251,0,0,252,0,259,0.0,2,0,247,0.0,361,406,0,0.0,0.00,0.0,0,0.00,0.0,255,0,0.0,0,0,0.0,Permanent transfer to Real Salt Lake,0,0,,622,233,0.0,648,,642,0,0,309,0,598,632,0.0,0.0,0.0,0.0,0.0,636,0,0
460,Jonathan Panzo,40,DEF,Nott'm Forest,0.0,0,0,2023-09-01T14:45:03.225842Z,0.0,0.00,0,,0,146,0.1,0.00,False,0,0.0,0.0,0.0,0,u,0.0,0.0,452,Panzo,0,182,0,0,180,0,178,0.0,78,0,171,0.0,8735,646,0,0.0,0.00,0.0,0,0.00,0.0,182,0,0.0,884,0,0.0,Season-long loan to Cardiff City,0,0,,466,180,0.0,516,,512,0,0,175,0,440,490,0.0,0.0,0.0,0.0,0.0,505,0,0
461,Omar Richards,44,DEF,Nott'm Forest,0.0,0,0,2023-08-16T16:30:07.161960Z,0.0,0.00,0,,0,209,0.0,0.00,False,0,0.0,0.0,0.0,0,u,0.0,0.0,597,O.Richards,0,228,0,1,228,0,226,0.0,13,0,226,0.0,3725,511,0,0.0,0.00,0.0,0,0.00,0.0,228,0,0.0,88,0,0.0,Season-long loan to Olympiakos,0,0,,564,109,0.0,601,,595,0,-1,211,0,543,578,0.0,0.0,0.0,0.0,0.0,588,0,0
462,Gustavo Henrique Furtado Scarpa,45,MID,Nott'm Forest,0.0,0,0,2023-08-21T08:31:03.509832Z,0.0,0.00,0,,0,221,0.0,0.00,False,0,0.0,0.0,0.0,0,u,0.0,0.0,614,G.Scarpa,0,245,0,0,246,0,253,0.0,22,0,241,0.0,5099,376,0,0.0,0.00,0.0,0,0.00,0.0,249,0,0.0,296,0,0.0,Season long loan to Olympiacos,0,0,,605,226,0.0,633,,627,0,0,238,0,582,617,0.0,0.0,0.0,0.0,0.0,621,0,0
463,Jonjo Shelvey,48,MID,Nott'm Forest,0.0,0,0,2023-09-18T10:37:34.955618Z,0.0,0.00,0,,0,269,0.0,0.00,False,0,0.0,0.0,0.0,0,u,0.0,0.0,623,J.Shelvey,0,286,0,2,287,0,289,0.0,18,0,282,0.0,2707,276,0,0.0,0.00,0.0,0,0.00,0.0,288,0,0.0,290,0,0.0,Season long loan to Çaykur Rizespor,0,0,,679,177,0.0,693,,691,0,-2,244,0,662,686,0.0,0.0,0.0,0.0,0.0,688,0,0
464,Sam Surridge,45,FWD,Nott'm Forest,0.0,0,0,2023-07-26T11:30:33.401435Z,0.0,0.00,0,,0,60,0.1,0.00,False,0,0.0,0.0,0.0,0,u,0.0,0.0,355,Surridge,0,60,0,0,63,0,66,0.0,159,0,62,0.0,25008,384,0,0.0,0.00,0.0,0,0.00,0.0,62,0,0.0,0,0,0.0,Joined Nashville SC on a permanent transfer,0,0,,607,66,0.0,634,,628,0,0,56,0,583,618,0.0,0.0,0.0,0.0,0.0,622,0,0
465,Harry Toffolo,44,DEF,Nott'm Forest,75.0,4,28,2023-11-05T22:00:09.521464Z,4.5,0.65,0,,0,13,0.1,0.30,False,0,6.4,101.5,0.08,113,a,4.5,0.15,404,Toffolo,0,59,0,1,24,1330,7,100.0,326,1,57,1.51,5716,488,0,0.92,6.58,143.2,0,0.35,1.0,51,2,3.4,8980,391,0.07,,3,6,,214,97,1.38,31,,179,0,-1,158,0,43,126,44.0,4.7,0.0,28.8,0.46,156,3,1
466,Hwang Ui-jo,44,FWD,Nott'm Forest,0.0,0,0,2023-09-03T20:12:47.865585Z,0.0,0.00,0,,0,55,0.4,0.00,False,0,0.0,0.0,0.0,0,u,0.0,0.0,256,Ui-jo,0,55,0,1,58,0,61,0.0,572,0,57,0.0,115816,509,0,0.0,0.00,0.0,0,0.00,0.0,57,0,0.0,22938,0,0.0,Season-long loan to Norwich City,0,0,,562,90,0.0,599,,593,0,-1,42,0,541,576,0.0,0.0,0.0,0.0,0.0,586,0,0
467,Neco Williams,43,DEF,Nott'm Forest,,1,6,,0.8,0.13,0,3.0,0,90,0.2,0.11,False,0,1.4,30.2,0.01,18,a,0.8,0.09,333,Williams,0,123,0,2,92,121,114,,235,0,125,1.18,15982,586,0,0.74,1.58,43.0,0,0.02,0.2,126,0,0.8,5590,121,0.08,,0,2,2.0,358,145,1.49,342,,348,0,-2,131,0,276,285,8.0,1.2,0.0,8.2,0.0,320,0,0
468,Chris Wood,49,FWD,Nott'm Forest,50.0,2,29,2023-10-29T22:00:10.906708Z,3.5,2.22,0,,3,13,0.6,0.12,False,0,5.9,69.0,0.77,100,a,3.5,0.81,209,Wood,0,19,0,1,24,1080,22,100.0,2328,1,27,1.95,91204,220,0,0.73,5.34,120.8,0,2.10,0.7,25,1,1.8,87842,246,0.04,,5,3,,75,48,1.1,147,,148,0,-1,34,0,72,179,139.0,2.9,0.0,32.8,0.37,187,0,1
469,Joe Worrall,44,DEF,Nott'm Forest,100.0,5,12,2023-08-26T19:30:07.624115Z,0.0,0.41,0,,0,210,0.1,0.31,False,0,2.7,22.1,0.02,69,a,0.0,0.08,430,Worrall,0,101,0,1,112,23,77,100.0,104,0,97,1.83,7881,512,0,1.03,8.88,82.0,0,0.10,0.0,111,1,0.0,4994,437,0.06,,3,9,,299,110,1.85,236,,310,0,-1,166,1,544,319,18.0,2.0,0.0,12.2,0.21,251,0,0
470,Ryan Yates,49,MID,Nott'm Forest,100.0,3,11,2023-10-02T09:30:09.366703Z,0.8,0.23,0,,0,137,0.0,0.16,False,0,2.2,22.1,0.02,34,a,0.8,0.06,566,Yates,0,115,0,1,165,8,165,100.0,37,0,175,2.04,3045,246,0,0.75,8.15,63.0,2,0.07,0.2,148,1,0.8,1085,360,0.04,,0,8,,346,158,2.0,351,,328,0,-1,211,0,287,320,11.0,1.2,0.0,9.5,0.25,281,0,0
604,Olu Aina,45,DEF,Nott'm Forest,100.0,8,28,2023-10-02T09:30:09.688162Z,5.0,0.30,0,,1,8,0.3,0.19,False,0,6.2,40.9,0.02,131,a,5.0,0.05,286,Aina,0,60,0,0,76,5381,41,100.0,671,4,108,1.67,16150,368,0,1.15,11.60,142.8,3,0.11,1.1,78,2,5.0,27403,627,0.03,,2,13,,317,61,1.87,126,,245,0,0,113,0,30,257,16.0,3.1,0.0,20.0,0.29,157,1,1
636,George Shelvey,40,GKP,Nott'm Forest,,0,0,,0.0,0.00,0,,0,64,0.0,0.00,False,0,0.0,0.0,0.0,0,a,0.0,0.0,516,G.Shelvey,0,65,0,0,49,22,65,,33,0,42,0.0,2240,672,0,0.0,0.00,0.0,0,0.00,0.0,65,0,0.0,1322,0,0.0,,0,0,,487,57,0.0,537,,532,0,0,69,0,462,510,0.0,0.0,0.0,0.0,0.0,525,0,0
637,Josh Powell,40,DEF,Nott'm Forest,,0,0,,0.0,0.00,0,,0,177,0.1,0.00,False,0,0.0,0.0,0.0,0,a,0.0,0.0,395,Powell,0,211,0,0,208,66,207,,126,0,201,0.0,5711,703,0,0.0,0.00,0.0,0,0.00,0.0,210,0,0.0,4422,0,0.0,,0,0,,514,219,0.0,563,,558,0,0,151,0,489,536,0.0,0.0,0.0,0.0,0.0,552,0,0
679,Gonzalo Montiel,44,DEF,Nott'm Forest,50.0,1,2,2023-10-18T22:00:10.626977Z,0.0,0.17,1,,0,211,0.0,0.08,False,0,0.5,26.8,0.05,13,d,0.0,0.09,551,G.Montiel,0,139,0,1,100,5,153,50.0,99,0,118,0.99,3757,517,0,0.54,1.83,23.4,2,0.09,0.0,132,0,0.0,4122,166,0.04,Muscle injury - 50% chance of playing,0,1,,342,113,0.54,460,,367,-1,-1,202,0,545,301,11.0,0.5,0.0,6.2,0.0,367,0,0
696,Murillo Santiago Costa dos Santos,45,DEF,Nott'm Forest,,6,17,2023-11-13T01:00:10.467244Z,2.0,0.76,0,,0,47,0.1,0.09,False,0,3.8,27.7,0.11,116,d,1.5,0.13,470,Murillo,0,74,0,0,97,197,52,75.0,258,1,46,1.64,3398,463,0,1.03,9.57,123.4,1,0.67,0.4,80,2,2.0,7830,525,0.02,Knock - 75% chance of playing,1,8,,197,86,1.37,153,,247,0,0,182,0,152,296,50.0,2.8,0.0,20.0,0.34,182,0,0
710,Odysseas Vlachodimos,45,GKP,Nott'm Forest,,2,9,,2.2,0.01,0,,0,14,0.1,0.01,False,6,2.0,10.0,0.0,46,a,2.2,0.0,487,Odysseas,0,22,0,0,3,731,2,,169,2,69,1.4,1974,363,0,1.0,2.80,57.6,0,0.00,0.5,22,1,2.2,5208,180,0.0,,0,3,,597,18,1.5,41,,364,0,0,66,0,127,366,0.0,4.5,3.0,6.8,0.5,291,0,0
711,Andrew Omobamidele,45,DEF,Nott'm Forest,,0,0,,0.0,0.00,0,,0,226,0.0,0.00,False,0,0.0,0.0,0.0,0,a,0.0,0.0,638,Omobamidele,0,239,0,0,239,18,237,,26,0,238,0.0,425,423,0,0.0,0.00,0.0,0,0.00,0.0,239,0,0.0,445,0,0.0,,0,0,,635,84,0.0,659,,655,0,0,218,0,612,645,0.0,0.0,0.0,0.0,0.0,649,0,0
712,Nicolás Domínguez,50,MID,Nott'm Forest,100.0,7,23,2023-10-01T19:30:09.351809Z,2.0,0.88,0,,1,75,0.0,0.30,False,0,4.6,20.2,0.1,77,a,2.0,0.15,549,Dominguez,0,82,0,0,168,51,48,100.0,188,1,69,1.31,3192,201,0,1.18,7.76,110.2,1,0.58,0.4,105,3,2.0,5759,535,0.05,,3,6,,111,125,1.01,111,,213,0,0,201,0,162,325,105.0,3.3,0.0,23.6,0.5,208,0,1
713,Ibrahim Sangaré,50,MID,Nott'm Forest,,8,14,,2.0,0.90,0,,0,73,0.0,0.29,False,0,2.8,66.5,0.09,46,a,2.0,0.13,654,Sangaré,0,87,0,0,110,59,121,,45,2,127,1.3,1001,192,0,1.12,9.26,102.4,4,0.61,0.4,116,3,2.0,1594,642,0.04,,0,10,,240,120,1.4,274,,239,0,0,263,0,159,185,36.0,1.8,0.0,20.5,0.42,222,0,0
714,Divock Origi,50,FWD,Nott'm Forest,50.0,0,4,2023-10-21T19:00:08.613189Z,0.2,0.30,0,,0,49,0.1,0.16,False,0,0.8,14.9,0.21,12,a,0.2,0.45,416,Origi,0,48,0,0,45,518,58,100.0,330,1,50,2.85,18868,179,0,0.0,1.87,7.2,1,0.14,0.0,48,0,0.1,23392,59,0.24,,0,0,,311,43,0.0,450,,392,0,0,61,0,369,343,17.0,0.8,0.0,3.7,0.0,418,0,0
27,Auston Trusty,39,DEF,Sheffield Utd,,5,6,,1.0,0.03,0,,0,78,1.7,0.03,False,0,1.5,15.8,0.0,64,a,0.5,0.01,136,Trusty,0,90,0,1,119,6017,138,,2578,2,124,1.91,74903,727,0,0.97,9.86,105.2,1,0.00,0.3,108,0,0.5,133617,465,0.01,,0,14,,357,231,2.71,436,,304,0,-1,57,0,242,339,8.0,0.9,0.0,12.9,0.0,216,0,0
33,Cameron Archer,46,FWD,Sheffield Utd,,8,33,,3.5,0.92,0,,2,12,9.9,0.33,False,0,7.2,114.8,0.07,93,a,3.0,0.11,39,Archer,0,22,0,-1,11,29718,16,,10466,2,31,2.15,647964,346,0,1.01,17.07,103.8,2,0.59,0.8,24,0,3.0,1068292,716,0.04,,6,22,,102,64,2.77,109,,139,0,1,7,0,70,111,119.0,3.3,0.0,33.7,0.0,218,1,0
360,James McAtee,44,MID,Sheffield Utd,,6,21,,3.2,1.07,0,2.0,0,43,0.7,0.33,False,0,4.8,115.5,0.13,67,a,2.7,0.19,198,McAtee,0,111,0,1,80,9530,88,,2358,2,80,1.88,24845,539,0,1.05,10.74,68.0,1,0.74,0.7,94,1,2.7,90784,513,0.06,,0,18,,131,299,3.16,203,,191,0,-1,67,0,80,109,87.0,2.3,0.0,27.2,0.18,274,2,0
471,Anel Ahmedhodžić,43,DEF,Sheffield Utd,50.0,8,3,2023-10-22T23:30:08.264278Z,0.0,0.93,0,,0,199,0.2,0.08,False,0,0.7,8.6,0.11,77,d,-0.2,0.12,336,Ahmedhodžić,0,66,0,2,133,5,154,50.0,324,0,31,2.45,34165,594,0,1.0,19.57,135.8,3,0.85,0.0,70,0,-0.2,8213,720,0.01,Hamstring injury - 50% chance of playing,0,22,,162,151,2.75,462,,230,0,-2,132,0,515,370,68.0,0.4,0.0,21.4,0.0,165,0,0
472,Jordan Amissah,39,GKP,Sheffield Utd,,0,0,,0.0,0.00,0,,0,41,0.4,0.00,False,0,0.0,0.0,0.0,0,a,-0.5,0.0,259,Amissah,0,43,0,1,26,449,43,,370,0,19,0.0,17479,741,0,0.0,0.00,0.0,0,0.00,0.0,43,0,-0.5,21962,0,0.0,,0,0,,436,85,0.0,488,,483,0,-1,32,0,408,460,0.0,0.0,0.0,0.0,0.0,477,0,0
473,George Baldock,38,DEF,Sheffield Utd,100.0,5,10,2023-09-13T01:00:07.638722Z,1.5,0.17,0,,0,60,6.9,0.14,False,0,2.6,32.1,0.01,41,a,1.0,0.04,58,Baldock,0,116,0,2,89,46700,91,100.0,5867,2,113,2.32,1065337,743,0,1.0,11.59,49.8,2,0.03,0.4,118,0,1.0,407723,449,0.03,,0,8,,329,241,1.6,278,,331,0,-2,17,0,202,280,13.0,1.7,0.0,9.3,0.0,302,1,0
474,Chris Basham,40,DEF,Sheffield Utd,0.0,3,8,2023-10-07T21:00:08.209470Z,0.0,0.19,0,,0,131,0.6,0.07,False,0,2.0,27.4,0.03,35,i,0.0,0.05,218,Basham,0,108,0,0,98,10,122,0.0,1468,0,110,2.03,91809,618,0,0.85,7.12,69.2,1,0.12,0.0,115,0,0.0,95986,316,0.02,Leg injury - Unknown return date,0,6,,324,163,1.71,363,,317,0,0,82,0,414,299,14.0,1.0,0.0,11.1,0.0,270,0,0
476,Jayden Bogle,45,DEF,Sheffield Utd,100.0,8,25,2023-08-04T11:00:04.348112Z,1.8,1.16,0,,1,54,0.1,0.20,False,0,5.6,42.6,0.13,84,a,1.3,0.16,437,Bogle,0,102,0,0,74,450,51,100.0,132,4,23,1.72,9767,390,0,1.1,12.57,81.2,2,0.96,0.4,79,1,1.3,11730,657,0.03,,0,16,,152,77,2.19,152,,246,0,0,170,0,178,248,76.0,2.8,0.0,20.0,0.14,253,2,0
477,Rhian Brewster,49,FWD,Sheffield Utd,0.0,2,5,2023-11-04T19:30:09.068235Z,0.8,0.08,0,,0,35,0.0,0.05,False,0,1.0,14.5,0.02,10,i,0.0,0.05,539,Brewster,0,45,0,1,46,37,52,0.0,168,0,47,2.03,6833,241,0,1.1,3.67,11.8,0,0.03,0.2,47,0,0.0,2435,163,0.03,Knee injury - Unknown return date,0,5,,267,50,2.76,418,3.0,372,0,-1,76,0,286,347,27.0,1.0,0.0,5.4,0.0,396,0,0
478,Ismaila Coulibaly,44,MID,Sheffield Utd,100.0,0,0,2023-08-04T11:00:04.362630Z,0.0,0.00,0,,0,211,0.0,0.00,False,0,0.0,0.0,0.0,0,a,-0.5,0.0,520,Coulibaly,0,235,0,1,236,89,244,100.0,108,0,230,0.0,4521,547,0,0.0,0.00,0.0,0,0.00,0.0,240,0,-0.5,3729,0,0.0,,0,0,,583,304,0.0,619,,613,0,-1,183,0,564,597,0.0,0.0,0.0,0.0,0.0,606,0,0
479,Adam Davies,40,GKP,Sheffield Utd,100.0,0,0,2023-10-12T09:30:10.081141Z,0.0,0.00,0,,0,48,0.2,0.00,False,0,0.0,0.0,0.0,0,a,-0.5,0.0,338,A.Davies,0,50,0,0,33,154,50,100.0,156,0,26,0.0,10325,622,0,0.0,0.00,0.0,0,0.00,0.0,50,0,-0.5,6315,0,0.0,,0,0,,445,41,0.0,496,,492,0,0,52,0,418,469,0.0,0.0,0.0,0.0,0.0,485,0,0
480,John Egan,43,DEF,Sheffield Utd,0.0,6,1,2023-09-30T23:00:09.253470Z,0.0,0.17,0,,0,188,0.1,0.00,False,0,0.2,1.4,0.03,54,i,0.0,0.03,454,Egan,0,97,0,2,149,4,155,0.0,135,0,67,2.77,13613,572,0,1.12,14.85,91.2,2,0.17,0.0,107,0,0.0,4128,482,0.0,Leg injury - Unknown return date,0,17,,232,132,3.17,463,,302,0,-2,177,0,502,404,38.0,0.2,0.0,13.1,0.0,240,0,0
481,John Fleck,49,MID,Sheffield Utd,100.0,0,1,2023-08-04T11:00:04.379703Z,0.2,0.01,0,,0,173,0.0,0.01,False,0,0.2,0.3,0.0,4,a,-0.3,0.05,697,Fleck,0,290,0,1,213,12,200,100.0,7,0,286,6.25,1051,218,0,0.0,1.32,0.0,0,0.00,0.0,291,0,-0.3,438,19,0.05,,0,2,,686,138,9.47,414,,696,0,-1,287,0,363,425,0.0,1.0,0.0,0.0,0.0,694,0,0
482,Wes Foderingham,45,GKP,Sheffield Utd,,12,26,,2.2,0.00,0,,0,13,0.3,0.00,False,57,5.8,0.0,0.0,219,a,1.7,0.0,281,Foderingham,0,1,1,0,73,359,21,,309,5,68,2.19,27938,358,0,1.0,26.27,400.8,1,0.00,0.5,1,0,1.7,22454,1080,0.0,,4,31,,596,17,2.58,215,,101,0,0,38,0,126,609,0.0,2.2,4.75,40.2,0.0,3,0,0
483,Daniel Jebbison,48,FWD,Sheffield Utd,0.0,0,0,2023-08-06T23:30:06.119901Z,0.0,0.00,0,,0,81,0.0,0.00,False,0,0.0,0.0,0.0,0,i,0.0,0.0,656,Jebbison,0,81,0,2,83,32,84,0.0,35,0,83,0.0,1924,310,0,0.0,0.00,0.0,0,0.00,0.0,82,0,0.0,881,0,0.0,Illness - Unknown return date,0,0,,685,61,0.0,697,,695,0,-2,89,0,670,690,0.0,0.0,0.0,0.0,0.0,693,0,0
